state,vegetable,fork-ranger-name,January,February,March,April,May,June,July,August,September,October,November,December
south-carolina,sorrel,X,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
south-carolina,spinach,Spinach,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
south-carolina,sprouts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
south-carolina,strawberries,Strawberry,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,,
south-carolina,summer-squash,Zucchini,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
south-carolina,sunchokes,Jerusalem artichoke,Starting Now,Prime Time,Last Chance,,Starting Now,Prime Time,Last Chance,,,,,
south-carolina,sweet-potatoes,Sweet potato,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
south-carolina,tarragon,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
south-carolina,thyme,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
south-carolina,tomatillos,X,,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,
south-carolina,tomatoes,Tomato,,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,
south-carolina,turnips,Turnip,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
south-carolina,watercress,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,
south-carolina,watermelon,Watermelon,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
south-carolina,winter-squash,Pumpkin,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
south-carolina,zucchini,Zucchini,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
south-dakota,apples,Apple,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
south-dakota,apricots,Abricot,,,,,,,Starting Now,Last Chance,,,,
south-dakota,arugula,Rocket,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
south-dakota,asian-pears,Asian pears,,,,,,,,Starting Now,Last Chance,,,
south-dakota,asparagus,Asparagus,,,,,Starting Now,Last Chance,,,,,,
south-dakota,basil,X,,,,,,,,Starting Now,Last Chance,,,
south-dakota,beets,Beetroot,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
south-dakota,blackberries,Blackberry,,,,,,,Starting Now,Last Chance,,,,
south-dakota,blueberries,Blueberry,,,,,,,Starting Now,Last Chance,,,,
south-dakota,bok-choy,Bok choy,,,,,,,,Starting Now,Last Chance,,,
south-dakota,boysenberries,Boysenberry,,,,,,Starting Now,Last Chance,,,,,
south-dakota,brambles,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
south-dakota,broccoli,Broccoli,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
south-dakota,brussels-sprouts,Brussels sprouts,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
south-dakota,cabbage,White cabbage,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
south-dakota,cantaloupe,Cantaloupe,,,,,,,Starting Now,Prime Time,Last Chance,,,
south-dakota,cardoons,Cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
south-dakota,carrots,Carrot,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
south-dakota,cauliflower,Cauliflower,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
south-dakota,celery,Celery,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
south-dakota,celery-root,Celeriac,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
south-dakota,chard,Chard,,,,,,,Starting Now,Prime Time,Last Chance,,,
south-dakota,cherries,Cherry,,,,,,Starting Now,Last Chance,,,,,
south-dakota,chili-peppers,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
south-dakota,chives,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
south-dakota,cilantro,X,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
south-dakota,collard-greens,Collard greens,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
south-dakota,corn,Corn,,,,,,,Starting Now,Prime Time,Last Chance,,,
south-dakota,cucumbers,Cucumber,,,,,,,Starting Now,Prime Time,Last Chance,,,
south-dakota,eggplant,Aubergine,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
south-dakota,garlic,X,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
south-dakota,garlic-scapes,X,,,,,,Prime Time,,,,,,
south-dakota,gooseberries,Gooseberry,,,,,,,Starting Now,Last Chance,,,,
south-dakota,grapes,Grapes,,,,,,,,Starting Now,Last Chance,,,
south-dakota,green-beans,Green bean,,,,,,,Starting Now,Prime Time,Last Chance,,,
south-dakota,green-onions,Green onion,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
south-dakota,ground-cherries,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
south-dakota,horseradish,Horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
south-dakota,kale,Kale,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
south-dakota,kohlrabi,Kohlrabi,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
south-dakota,lamb's-quarters,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
south-dakota,lavender,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
south-dakota,leeks,Leek,,,,,,,,Starting Now,Prime Time,Last Chance,,
south-dakota,lettuce,Lettuce,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
south-dakota,lima-beans,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
south-dakota,melons,Melon,,,,,,,,Starting Now,Last Chance,,,
south-dakota,mint,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
south-dakota,mushrooms,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
south-dakota,mustard-greens,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
south-dakota,nectarines,Nectarine,,,,,,,Starting Now,Last Chance,,,,
south-dakota,onions,Onion,,,,,,,,,Starting Now,Prime Time,Last Chance,
south-dakota,oregano,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
south-dakota,parsley,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
south-dakota,parsnips,Parsnip,,,,Starting Now,Last Chance,,,,,Starting Now,Last Chance,
south-dakota,pea-shoots,X,,,,,,Starting Now,Last Chance,,,,,
south-dakota,pears,Pear,,,,,,,,Starting Now,Prime Time,Last Chance,,
south-dakota,peas,Peas,,,,,,,Starting Now,Last Chance,,,,
south-dakota,peppers,Bell pepper,,,,,,,Starting Now,Prime Time,Last Chance,,,
south-dakota,plums,Plum,,,,,,,,,Prime Time,,,
south-dakota,potatoes,Potato,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
south-dakota,pumpkin,Pumpkin,,,,,,,,,Starting Now,Last Chance,,
south-dakota,purslane,Purslane,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
south-dakota,quince,Quince,,,,,,,,,Starting Now,Last Chance,,
south-dakota,radicchio,Radicchio,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
south-dakota,radishes,Radish,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
south-dakota,ramps,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
south-dakota,rapini,Rapini,Prime Time,Last Chance,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
south-dakota,raspberries,Raspberry,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
south-dakota,rhubarb,Rhubarb,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
south-dakota,rosemary,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
south-dakota,rutabaga,Swede,,,,,,,,,,Starting Now,Last Chance,
south-dakota,sage,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
south-dakota,salsify,Salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
south-dakota,shallots,Shallots,,,,,,,Starting Now,Prime Time,Last Chance,,,
south-dakota,shell-beans,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
south-dakota,snap-peas,Sugar snaps,,,,,,,Starting Now,Last Chance,,,,
south-dakota,snow-peas,Snow peas,,,,,,,Starting Now,Last Chance,,,,
south-dakota,sorrel,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
south-dakota,spinach,Spinach,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
south-dakota,sprouts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
south-dakota,strawberries,Strawberry,,,,,,Starting Now,Last Chance,,,,,
south-dakota,summer-squash,Zucchini,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
south-dakota,sunchokes,Jerusalem artichoke,,,,,,,Starting Now,Last Chance,,,,
south-dakota,tarragon,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
south-dakota,thyme,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
south-dakota,tomatillos,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
south-dakota,tomatoes,Tomato,,,,,,,Starting Now,Prime Time,Last Chance,,,
south-dakota,turnips,Turnip,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
south-dakota,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
south-dakota,watermelon,Watermelon,,,,,,,,Starting Now,Last Chance,,,
south-dakota,winter-squash,Pumpkin,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
south-dakota,zucchini,Zucchini,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,apples,Apple,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,apricots,Abricot,,,,,,,Starting Now,Last Chance,,,,
tennessee,arugula,Rocket,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance,
tennessee,asian-pears,Asian pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
tennessee,asparagus,Asparagus,,,,Starting Now,Last Chance,,,,,,,
tennessee,basil,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,beets,Beetroot,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,black-eyed-peas,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
tennessee,blackberries,Blackberry,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
tennessee,blueberries,Blueberry,,,,,,Starting Now,Prime Time,Last Chance,,,,
tennessee,bok-choy,Bok choy,,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Last Chance,
tennessee,boysenberries,Boysenberry,,,,,,Starting Now,Prime Time,Last Chance,,,,
tennessee,brambles,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
tennessee,broccoli,Broccoli,,,,Starting Now,Prime Time,Last Chance,,,,Prime Time,,
tennessee,brussels-sprouts,Brussels sprouts,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
tennessee,cabbage,White cabbage,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,cantaloupe,Cantaloupe,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
tennessee,cardoons,Cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
tennessee,carrots,Carrot,,,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Last Chance
tennessee,cauliflower,Cauliflower,,,,,Starting Now,Last Chance,,,,,,
tennessee,celery,Celery,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,celery-root,Celeriac,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
tennessee,chard,Chard,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
tennessee,cherries,Cherry,,,,,,Starting Now,Last Chance,,,,,
tennessee,chicories,Chicory,,,,,,,,,,Starting Now,Prime Time,Last Chance
tennessee,chili-peppers,X,,,,,,,,Starting Now,Last Chance,,,
tennessee,chives,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
tennessee,cilantro,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
tennessee,collard-greens,Collard greens,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,corn,Corn,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
tennessee,cucumbers,Cucumber,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
tennessee,eggplant,Aubergine,,,,,,,Starting Now,Prime Time,Last Chance,,,
tennessee,endive,Endive,,,,,,,,,,Starting Now,Prime Time,Last Chance
tennessee,fennel,Fennel,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Prime Time,Prime Time
tennessee,garlic,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
tennessee,garlic-scapes,X,,,Starting Now,Last Chance,,,,,,,,
tennessee,gooseberries,Gooseberry,,,,,,Starting Now,Last Chance,,,,,
tennessee,grapes,Grapes,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
tennessee,green-beans,Green bean,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
tennessee,green-onions,Green onion,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,ground-cherries,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,horseradish,Horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
tennessee,kale,Kale,,,,,Starting Now,Last Chance,,,Starting Now,Prime Time,Last Chance,
tennessee,kohlrabi,Kohlrabi,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
tennessee,lamb's-quarters,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
tennessee,lavender,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
tennessee,leeks,Leek,,,,,,Starting Now,Last Chance,,,,,
tennessee,lettuce,Lettuce,,,,Starting Now,Prime Time,Last Chance,,,,,,
tennessee,lima-beans,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
tennessee,melons,Melon,,,,,,,Starting Now,Prime Time,Last Chance,,,
tennessee,mint,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
tennessee,morels,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
tennessee,mushrooms,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
tennessee,mustard-greens,X,,,,,Starting Now,Last Chance,,,Starting Now,Prime Time,Last Chance,
tennessee,nectarines,Nectarine,,,,,,,Prime Time,,,,,
tennessee,nettles,X,,,Starting Now,Last Chance,,,,,,,,
tennessee,okra,Okra,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
tennessee,onions,Onion,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,
tennessee,oregano,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
tennessee,parsley,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
tennessee,parsnips,Parsnip,,,,,,,,,,Starting Now,Prime Time,Last Chance
tennessee,pawpaw,Pawpaw,,,,,,,,Starting Now,Prime Time,Last Chance,,
tennessee,pea-shoots,X,,,Starting Now,Last Chance,,,,,,,,
tennessee,peaches,Peach,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
tennessee,pears,Pear,,,,,,,,,Starting Now,Last Chance,,
tennessee,peas,Peas,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,pecans,X,,,,,,,,,,Starting Now,Prime Time,Last Chance
tennessee,peppers,Bell pepper,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
tennessee,plums,Plum,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
tennessee,potatoes,Potato,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
tennessee,pumpkin,Pumpkin,,,,,,,,,Starting Now,Prime Time,Last Chance,
tennessee,purslane,Purslane,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
tennessee,quince,Quince,,,,,,,,,,Starting Now,Last Chance,
tennessee,radicchio,Radicchio,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
tennessee,radishes,Radish,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,ramps,X,,,,Starting Now,Last Chance,,,,,,,
tennessee,rapini,Rapini,,,,,,,,,,Starting Now,Prime Time,Last Chance
tennessee,raspberries,Raspberry,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
tennessee,rhubarb,Rhubarb,,,,,Starting Now,Last Chance,,,,,,
tennessee,rosemary,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,sage,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
tennessee,salsify,Salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
tennessee,shallots,Shallots,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,shell-beans,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
tennessee,snap-peas,Sugar snaps,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
tennessee,snow-peas,Snow peas,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
tennessee,sorrel,X,,,,,Starting Now,Last Chance,,,,,,
tennessee,spinach,Spinach,,,,,Starting Now,Last Chance,,,,,,
tennessee,sprouts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
tennessee,strawberries,Strawberry,,,,,Starting Now,Last Chance,,,,,,
tennessee,summer-squash,Zucchini,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
tennessee,sunchokes,Jerusalem artichoke,Prime Time,,,,,,Prime Time,,,,,
tennessee,sweet-potatoes,Sweet potato,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
tennessee,tarragon,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
tennessee,thyme,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,tomatillos,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,tomatoes,Tomato,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,turnips,Turnip,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
tennessee,watermelon,Watermelon,,,,,,,Starting Now,Prime Time,Last Chance,,,
tennessee,winter-squash,Pumpkin,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
tennessee,zucchini,Zucchini,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
texas,apples,Apple,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
texas,arugula,Rocket,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
texas,asparagus,Asparagus,,,Starting Now,Last Chance,,,,,,,,
texas,basil,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
texas,beets,Beetroot,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
texas,black-eyed-peas,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
texas,blackberries,Blackberry,,,,Starting Now,Prime Time,Last Chance,,,,,,
texas,blueberries,Blueberry,,,,,Starting Now,Prime Time,Last Chance,,,,,
texas,bok-choy,Bok choy,,,,,,,,Starting Now,Prime Time,Last Chance,,Prime Time
texas,brambles,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
texas,broccoli,Broccoli,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now
texas,brussels-sprouts,Brussels sprouts,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
texas,cabbage,White cabbage,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
texas,cantaloupe,Cantaloupe,,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Last Chance,
texas,cardoons,Cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
texas,carrots,Carrot,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
texas,cauliflower,Cauliflower,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
texas,celery,Celery,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
texas,celery-root,Celeriac,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now
texas,chard,Chard,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
texas,cherries,Cherry,,,,,,Starting Now,Last Chance,,,,,
texas,chickpeas,X,,,,,,Starting Now,Last Chance,,,,,
texas,chicories,Chicory,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
texas,chili-peppers,X,,,,,,,,Starting Now,Last Chance,,,
texas,chives,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
texas,cilantro,X,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time,Prime Time
texas,citrus,X,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time,Prime Time
texas,collard-greens,Collard greens,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
texas,corn,Corn,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
texas,cucumbers,Cucumber,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
texas,endive,Endive,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
texas,fava-beans,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
texas,figs,Fig,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
texas,garlic,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
texas,garlic-scapes,X,,,,,Prime Time,,,,,,,
texas,gooseberries,Gooseberry,,,,,,,Starting Now,Last Chance,,,,
texas,grapefruit,Grapefruit,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
texas,grapes,Grapes,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
texas,green-beans,Green bean,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
texas,green-onions,Green onion,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
texas,ground-cherries,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
texas,horseradish,Horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
texas,jicama,X,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
texas,kale,Kale,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
texas,kohlrabi,Kohlrabi,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
texas,lamb's-quarters,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
texas,lavender,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
texas,leeks,Leek,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
texas,lemons,X,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time,Prime Time
texas,lettuce,Lettuce,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
texas,lima-beans,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
texas,loquats,Loquat,,,Starting Now,Last Chance,,,,,,,,
texas,mandarins,Mandarine,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time,Prime Time
texas,melons,Melon,Last Chance,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
texas,mint,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
texas,mushrooms,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
texas,mustard-greens,X,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
texas,nectarines,Nectarine,,,,,Starting Now,Prime Time,Last Chance,,,,,
texas,nopales,X,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
texas,okra,Okra,,,,,,,Starting Now,Prime Time,Last Chance,,,
texas,onions,Onion,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,
texas,oranges,Orange,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time,Prime Time
texas,oregano,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
texas,parsley,X,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time,Prime Time
texas,pawpaw,Pawpaw,,,,,,,,Starting Now,Last Chance,,,
texas,pea-shoots,X,,,Starting Now,Last Chance,,,,,,,,
