state,vegetable,January,February,March,April,May,June,July,August,September,October,November,December
utah,rutabaga,,,,,,,,,,Starting Now,Last Chance,
utah,sage,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
utah,salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
utah,shallots,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
utah,shell-beans,,,,,,,,,Prime Time,,,
utah,snap-peas,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,,
utah,snow-peas,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,,
utah,sorrel,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
utah,spinach,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
utah,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
utah,strawberries,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
utah,summer-squash,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
utah,sunchokes,Starting Now,Last Chance,,,,Starting Now,Prime Time,Last Chance,,,,
utah,sweet-potatoes,,,,,,,,,Starting Now,Last Chance,,
utah,tarragon,,,,Starting Now,Prime Time,Last Chance,,,,,,
utah,thyme,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
utah,tomatillos,,,,,,,Starting Now,Prime Time,Last Chance,,,
utah,tomatoes,,,,,,,Starting Now,Prime Time,Last Chance,,,
utah,turnips,,,,,,,,,,Starting Now,Prime Time,Last Chance
utah,watercress,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
utah,watermelon,,,,,,,,,Starting Now,Last Chance,,
utah,winter-squash,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
utah,zucchini,,,,,,,,Starting Now,Prime Time,Last Chance,,
vermont,apples,,,,,,,Starting Now,Prime Time,Last Chance,,,
vermont,apricots,,,,,,,Starting Now,Last Chance,,,,
vermont,arugula,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Prime Time,Last Chance,
vermont,asian-pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
vermont,asparagus,,,,,Starting Now,Last Chance,,,,,,
vermont,basil,,,,,,,Starting Now,Prime Time,Last Chance,,,
vermont,beets,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
vermont,black-eyed-peas,,,,,,Starting Now,Last Chance,,,,,
vermont,blackberries,,,,,,,,Starting Now,Last Chance,,,
vermont,blueberries,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
vermont,bok-choy,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
vermont,boysenberries,,,,,,Starting Now,Last Chance,,,,,
vermont,brambles,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
vermont,broccoli,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
vermont,brussels-sprouts,,,,,,,,,Starting Now,Prime Time,Last Chance,
vermont,cabbage,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
vermont,cantaloupe,,,,,,,Starting Now,Prime Time,Last Chance,,,
vermont,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
vermont,carrots,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
vermont,cauliflower,,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,
vermont,celery,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
vermont,celery-root,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
vermont,chard,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
vermont,cherries,,,,,,Starting Now,Last Chance,,,,,
vermont,chicories,,,,,,,,,Starting Now,Prime Time,Last Chance,
vermont,chili-peppers,,,,,,,Starting Now,Prime Time,Last Chance,,,
vermont,chives,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
vermont,cilantro,,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Last Chance,
vermont,collard-greens,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
vermont,corn,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
vermont,cranberries,,,,,,,,,,Starting Now,Last Chance,
vermont,cucumbers,,,,,,,,Starting Now,Prime Time,Last Chance,,
vermont,eggplant,,,,,,,,Starting Now,Prime Time,Last Chance,,
vermont,endive,,,,,,,,,Starting Now,Prime Time,Last Chance,
vermont,fiddleheads,,,,Starting Now,Last Chance,,,,,,,
vermont,garlic,,,,,,,,Starting Now,Prime Time,Last Chance,,
vermont,garlic-scapes,,,,,Starting Now,Last Chance,,,,,,
vermont,gooseberries,,,,,,,Starting Now,Last Chance,,,,
vermont,grapes,,,,,,,,,Starting Now,Last Chance,,
vermont,green-beans,,,,,,,Starting Now,Prime Time,Last Chance,,,
vermont,green-onions,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
vermont,ground-cherries,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
vermont,horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
vermont,kale,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
vermont,kohlrabi,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
vermont,lamb's-quarters,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
vermont,lavender,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
vermont,leeks,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
vermont,lettuce,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
vermont,lima-beans,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
vermont,melons,,,,,,,,Starting Now,Last Chance,,,
vermont,mint,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
vermont,morels,,,Starting Now,Prime Time,Last Chance,,,,,,,
vermont,mushrooms,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
vermont,mustard-greens,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
vermont,nectarines,,,,,,,Starting Now,Last Chance,,,,
vermont,nettles,,,Starting Now,Prime Time,Last Chance,,,,,,,
vermont,onions,,,,,,,,Starting Now,Prime Time,Last Chance,,
vermont,oregano,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
vermont,parsley,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
vermont,parsnips,,,,,,,,,,Starting Now,Last Chance,
vermont,pea-shoots,,,,,Starting Now,Last Chance,,,,,,
vermont,pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
vermont,peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
vermont,peppers,,,,,,,,Starting Now,Prime Time,Last Chance,,
vermont,plums,,,,,,,,Starting Now,Last Chance,,,
vermont,potatoes,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
vermont,pumpkin,,,,,,,,,Starting Now,Last Chance,,
vermont,purslane,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
vermont,quince,,,,,,,,,,Starting Now,Last Chance,
vermont,radicchio,,,,,,,,,Starting Now,Prime Time,Last Chance,
vermont,radishes,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
vermont,ramps,,,,Starting Now,Prime Time,Last Chance,,,,,,
vermont,rapini,Prime Time,Last Chance,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
vermont,raspberries,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
vermont,rhubarb,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,
vermont,rosemary,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
vermont,rutabaga,,,,,,,,,,Starting Now,Last Chance,
vermont,sage,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
vermont,salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
vermont,shallots,,,,,,,,Starting Now,Last Chance,,,
vermont,shell-beans,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
vermont,snap-peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
vermont,snow-peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
vermont,sorrel,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
vermont,spinach,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
vermont,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
vermont,strawberries,,,,,,Prime Time,,,,,,
vermont,summer-squash,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
vermont,sunchokes,,,,,,,Starting Now,Last Chance,,,,
vermont,sweet-potatoes,,,,,,,,,Starting Now,Last Chance,,
vermont,tarragon,,,,Starting Now,Prime Time,Last Chance,,,,,,
vermont,thyme,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
vermont,tomatillos,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
vermont,tomatoes,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
vermont,turnips,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
vermont,watercress,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
vermont,watermelon,,,,,,,,Starting Now,Last Chance,,,
vermont,winter-squash,,,,,,,,Starting Now,Prime Time,Last Chance,,
vermont,zucchini,,,,,,,Starting Now,Prime Time,Last Chance,,,
virginia,apples,Prime Time,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
virginia,artichokes,,,,,,,,Prime Time,,,,
virginia,arugula,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance,
virginia,asian-pears,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
virginia,asparagus,,,,Starting Now,Prime Time,Last Chance,,,,,,
virginia,basil,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
virginia,beets,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
virginia,black-eyed-peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
virginia,blackberries,,,,,,,Starting Now,Last Chance,,,,
virginia,blueberries,,,,,,Starting Now,Prime Time,Last Chance,,,,
virginia,bok-choy,,,,,,,,Starting Now,Prime Time,Last Chance,,
virginia,brambles,,,,,,Starting Now,Prime Time,Last Chance,,,,
virginia,broccoli,,,,,,,,,Starting Now,Prime Time,Last Chance,
virginia,brussels-sprouts,,,,,,,,,,Starting Now,Prime Time,Last Chance
virginia,cabbage,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
virginia,cantaloupe,,,,,,,Starting Now,Last Chance,,,,
virginia,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
virginia,carrots,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
virginia,cauliflower,,,,,,,,,,Starting Now,Prime Time,Last Chance
virginia,celery,,,,,,,,,Starting Now,Prime Time,Last Chance,
virginia,celery-root,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
virginia,chard,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
virginia,cherries,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,
virginia,chestnuts,,,,,,,,,,Prime Time,,
virginia,chicories,,,,,,,,,,Starting Now,Prime Time,Last Chance
virginia,chili-peppers,,,,,,,,Starting Now,Last Chance,,,
virginia,chives,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
virginia,cilantro,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
virginia,collard-greens,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance
virginia,corn,,,,,,,Starting Now,Last Chance,,,,
virginia,cucumbers,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
virginia,currants,,,,,,,Starting Now,Last Chance,,,,
virginia,edamame,,,,,,,,Starting Now,Prime Time,Last Chance,,
virginia,eggplant,,,,,,,Starting Now,Prime Time,Last Chance,,,
virginia,endive,,,,,,,,,,Starting Now,Prime Time,Last Chance
virginia,fennel,Prime Time,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time
virginia,garlic,,,,,,,Starting Now,Last Chance,,,,
virginia,garlic-scapes,,,Starting Now,Last Chance,,,,,,,,
virginia,gooseberries,,,,,,,Starting Now,Last Chance,,,,
virginia,grapes,,,,,,,,Starting Now,Prime Time,Last Chance,,
virginia,green-beans,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
virginia,green-onions,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
virginia,ground-cherries,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
virginia,horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
virginia,kale,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
virginia,kohlrabi,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
virginia,lamb's-quarters,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
virginia,lavender,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
virginia,leeks,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
virginia,lettuce,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
virginia,lima-beans,,,,,,,Starting Now,Last Chance,,,,
virginia,melons,,,,,,Starting Now,Prime Time,Last Chance,,,,
virginia,mint,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
virginia,morels,,,Starting Now,Prime Time,Last Chance,,,,,,,
virginia,mushrooms,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
virginia,mustard-greens,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance
virginia,nectarines,,,,,,,Starting Now,Last Chance,,,,
virginia,nettles,,,Starting Now,Last Chance,,,,,,,,
virginia,okra,,,,,,,,Prime Time,,,,
virginia,onions,,,,Starting Now,Prime Time,Last Chance,,,,,,
virginia,oregano,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
virginia,parsley,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
virginia,parsnips,,,,,,,,,,Starting Now,Prime Time,Last Chance
virginia,pawpaw,,,,,,,,,Starting Now,Last Chance,,
virginia,pea-shoots,,,Starting Now,Last Chance,,,,,,,,
virginia,peaches,,,,,,,Starting Now,Last Chance,,,,
virginia,pears,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
virginia,peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
virginia,peppers,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
virginia,persimmons,,,,,,,,,,Starting Now,Last Chance,
virginia,plums,,,,,,,Starting Now,Prime Time,Last Chance,,,
virginia,potatoes,,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,
virginia,pumpkin,,,,,,,,,Starting Now,Last Chance,,
virginia,purslane,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
virginia,quince,,,,,,,,,,Starting Now,Last Chance,
virginia,radicchio,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
virginia,radishes,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
virginia,ramps,,,,Starting Now,Last Chance,,,,,,,
virginia,rapini,Prime Time,Last Chance,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
virginia,raspberries,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
virginia,rhubarb,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
virginia,rosemary,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
virginia,sage,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
virginia,salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
virginia,shallots,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
virginia,shell-beans,,,,,,,,Starting Now,Last Chance,,,
virginia,snap-peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
virginia,snow-peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
virginia,sorrel,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
virginia,spinach,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance
virginia,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
virginia,strawberries,,,,Starting Now,Prime Time,Last Chance,,,,,,
virginia,summer-squash,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
virginia,sunchokes,Starting Now,Last Chance,,,,Starting Now,Last Chance,,,,,
virginia,sweet-potatoes,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time,Prime Time
virginia,tarragon,,,,Starting Now,Prime Time,Last Chance,,,,,,
virginia,thyme,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
virginia,tomatillos,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
virginia,tomatoes,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
virginia,turnips,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time,Prime Time
virginia,watercress,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
virginia,watermelon,,,,,,,Starting Now,Prime Time,Last Chance,,,
virginia,winter-squash,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
virginia,zucchini,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
washington,apples,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
washington,apricots,,,,,,Starting Now,Prime Time,Last Chance,,,,
washington,arugula,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
washington,asian-pears,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
washington,asparagus,,,,Starting Now,Prime Time,Last Chance,,,,,,
washington,basil,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
washington,beets,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
washington,black-eyed-peas,,,,,Starting Now,Prime Time,Last Chance,,,,,
washington,blackberries,,,,,,,,Starting Now,Last Chance,,,
washington,blueberries,,,,,,,Starting Now,Prime Time,Last Chance,,,
washington,bok-choy,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
washington,boysenberries,,,,,,,Starting Now,Last Chance,,,,
washington,brambles,,,,,,,Starting Now,Prime Time,Last Chance,,,
washington,broccoli,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington,brussels-sprouts,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time,Prime Time
washington,cabbage,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
washington,cantaloupe,,,,,,,,Starting Now,Prime Time,Last Chance,,
washington,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
washington,carrots,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
washington,cauliflower,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington,celery,,,,,,,,,,Starting Now,Last Chance,
washington,celery-root,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
washington,chard,Last Chance,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington,cherries,,,,,,Starting Now,Prime Time,Last Chance,,,,
washington,chickpeas,,,,Starting Now,Last Chance,,,,,,,
washington,chicories,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
washington,chili-peppers,,,,,,,,Starting Now,Prime Time,Last Chance,,
washington,chives,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
washington,cilantro,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
washington,collard-greens,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
washington,corn,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
washington,cranberries,,,,,,,,,Starting Now,Prime Time,Last Chance,
washington,cucumbers,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
washington,currants,,,,,,Starting Now,Prime Time,Last Chance,,,,
washington,eggplant,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington,endive,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
washington,fava-beans,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
washington,fennel,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington,fiddleheads,,,,Starting Now,Last Chance,,,,,,,
washington,figs,,,,,,,Starting Now,Last Chance,,,,
washington,garlic,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
washington,garlic-scapes,,,Starting Now,Prime Time,Last Chance,,,,,,,
washington,gooseberries,,,,,,,Starting Now,Last Chance,,,,
washington,grapes,,,,,,,,Starting Now,Prime Time,Last Chance,,
washington,green-beans,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
washington,green-onions,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
washington,ground-cherries,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
washington,horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
washington,kale,,,,,,,,,Starting Now,Prime Time,Last Chance,
washington,kiwi,,,,,,,,,Starting Now,Prime Time,Last Chance,
washington,kohlrabi,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington,lamb's-quarters,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington,lavender,,,,,,,Starting Now,Prime Time,Last Chance,,,
washington,leeks,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time,Prime Time
washington,lettuce,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington,lima-beans,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
washington,melons,,,,,,,,Starting Now,Prime Time,Last Chance,,
washington,mint,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
washington,morels,,,,,Prime Time,,,,,,,
washington,mushrooms,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington,mustard-greens,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington,nectarines,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
washington,nettles,,,Starting Now,Prime Time,Last Chance,,,,,,,
washington,onions,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
washington,oregano,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
washington,parsley,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington,parsnips,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
washington,pea-shoots,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,
washington,peaches,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
washington,pears,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
washington,peas,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
washington,peppers,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
washington,persimmons,,,,,,,,,Starting Now,Prime Time,Last Chance,
washington,plums,,,,,,,,Starting Now,Last Chance,,,
washington,potatoes,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time
washington,pumpkin,Last Chance,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time
washington,purslane,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington,quince,,,,,,,,,,Prime Time,,
washington,radicchio,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington,radishes,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington,rapini,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance,
washington,raspberries,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
washington,rhubarb,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,
washington,rosemary,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington,rutabaga,Prime Time,Last Chance,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington,sage,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington,salsify,Last Chance,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time
washington,shallots,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
washington,shell-beans,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
washington,snap-peas,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,
washington,snow-peas,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,
washington,sorrel,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
